,Unnamed: 0,words,ner_c,ner_f
1607,1607,"['Un', 'autre', 'appel', ',', 'qui', 'a', 'rencontré', 'un', 'ex¬', 'cellent', 'accueil', ',', 'c', ""'"", 'est', 'celui', 'qu', ""'"", 'un', 'journal', 'littéraire', 'hebdomadaire', 'très', 'vaillant', ',', 'ré¬', 'digé', 'par', 'un', 'écrivain', 'alsacien', ',', 'M', '.', 'Ed', '.', 'Neu¬', 'komm', ',', 'a', 'fait', 'en', 'faveur', 'd', ""'"", 'un', 'monument', 'à', 'éléver', 'à', 'Déjazet', '.', 'La', 'pauvre', 'comédienne', 'est', 'enterrée', 'dans', 'un', 'caveau', 'provisoire', ',', 'au', 'coin', 'd', ""'"", 'une', 'allée', 'du', 'Père', 'Lachaise', '.', 'Elle', 'n', ""'"", 'a', 'pas', 'un', 'coin', 'de', 'terre', 'où', 'dormir', ',', 'ou', ',', 'du', 'moins', ',', 'rien', 'qu', ""'"", 'une', 'misérable', 'inscription', 'ne', 'vient', 'rappeler', 'au', 'passant', 'que', 'Frétillon', ',', 'Gentil', '-', 'Bernard', ',', 'M', '.', 'Garat', 'et', 'le', 'vicomte', 'de', 'Létorières', 'sont', 'enterrés', 'là', '.', 'Le', 'directeur', 'des', 'Nouvelles', 'de', 'Paris', 'a', 'donc', 'eu', 'la', 'bonne', 'idée', 'd', ""'"", 'ouvrir', 'une', 'souscription', 'pour', 'élever', 'un', 'tombeau', 'à', 'la', 'comédienne', '.', 'Le', 'généreux', 'projet', 'aboutira', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'E', 'E', 'E', 'O', 'E', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1608,1608,"['Lorsqu', ""'"", 'on', 'lui', 'proposa', 'de', 'lui', 'élever', 'd', ""'"", 'a¬', 'Les', 'députés', 'de', 'la', 'Seine', 'ont', 'été', 'reçus', 'hier', 'place', 'Beauvau', 'par', 'M', '.', 'le', 'président', 'du', 'conseil', 'et', 'le', 'garde', 'des', 'sceaux', ',', 'accompa¬', 'gné', 'de', 'M', '.', 'le', 'sous', '-', 'secrétaire', 'd', ""'"", 'Etat', 'à', 'la', 'jus¬', 'tice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1609,1609,"['Les', 'députés', 'ont', 'exposé', ',', 'leurs', 'vues', 'et', 'leurs', 'réclamations', 'au', 'sujet', 'de', 'l', ""'"", 'exercice', 'du', 'droit', 'de', 'grâce', '.', 'Ils', 'en', 'ont', 'fait', 'l', ""'"", 'objet', 'd', ""'"", 'une', 'note', 'qu', ""'"", 'ils', 'ont', 'remise', 'à', 'M', '.', 'le', 'garde', 'des', 'sceaux', ',', 'qui', ',', 'd', ""'"", 'accord', 'avec', 'son', 'collègue', 'le', 'président', 'du', 'conseil', ',', 'a', 'promis', 'd', ""'"", 'en', 'exa¬', 'miner', 'les', 'divers', 'points', 'avec', 'la', 'plus', 'sé¬', 'rieuse', 'attention', 'et', 'de', 'faire', 'connaître', 'dans', 'une', 'réunion', 'ultérieure', 'et', 'prochaine', 'les', 'résultats', 'de', 'cet', 'examen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1610,1610,"['A', 'cette', 'réunion', 'assistaient', 'tous', 'les', 'dé¬', 'putés', 'de', 'la', 'Seine', ',', 'à', 'l', ""'"", 'exception', 'de', 'M', '.', 'le', 'ministre', 'des', 'affaires', 'étrangéres', 'et', 'de', 'M', '.', 'Thiers', ',', 'qui', ',', 'par', 'l', ""'"", 'organe', 'de', 'M', '.', 'Tirard', ',', 's', ""'"", 'est', 'fait', 'excuser', 'auprès', 'de', 'ses', 'collègues', 'en', 'leur', 'donnant', 'l', ""'"", 'assurance', 'qu', ""'"", 'il', 's', ""'"", 'asso¬', 'ciait', 'à', 'leurs', 'efforts', 'pour', 'faire', 'prévaloir', ',', 'dans', 'une', 'large', 'mesure', ',', 'la', 'politique', 'de', 'clémence', 'et', 'd', ""'"", 'apaisement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1611,1611,"['M', '.', 'Gambetta', 'a', 'exposé', 'avec', 'beaucoup', 'de', 'force', 'et', 'de', 'précision', 'les', 'divers', 'points', 'que', 'la', 'discussion', 'avait', 'préalablement', 'décidé', 'qu', ""'"", 'elle', 'soumettrait', 'à', 'MM', '.', 'les', 'ministres', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1612,1612,"['MM', '.', 'Louis', 'Blanc', ',', 'Floquet', ',', 'Clémenceau', ',', 'Brisson', 'et', 'Tirard', 'ont', 'appuyé', 'les', 'observa¬', 'tions', 'présentées', 'par', 'M', '.', 'Gambetta', '.']","['E', 'E', 'E', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O']","[1, 2, 2, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
1613,1613,"['MM', '.', 'les', 'ministres', 'ont', 'écouté', 'MM', '.', 'les', 'dé¬', 'putés', 'avec', 'beaucoup', 'd', ""'"", 'intérêt', 'et', 'de', 'sympa¬', 'thie', ',', 'et', 'il', 'y', 'a', 'lieu', 'd', ""'"", 'espérer', 'que', 'la', 'démar¬', 'che', 'collective', 'due', 'à', 'l', ""'"", 'initiative', 'de', 'M', '.', 'Ti¬', 'rard', 'ne', 'sera', 'pas', 'sans', 'résultats', 'utiles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0]"
1614,1614,"['La', 'clôture', 'de', 'la', 'conférence', 'est', 'immi¬', 'nente', '.', 'Elle', 'aura', 'lieu', 'dans', 'les', 'premiers', 'jours', 'de', 'la', 'semaine', 'prochaine', ',', 'à', 'moins', 'd', ""'"", 'un', 'revirement', 'complet', 'du', 'gouverne¬', 'ment', 'ottoman', ',', 'que', 'rien', 'ne', 'fait', 'prévoir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1615,1615,"['ment', 'ottoman', ',', 'que', 'rien', 'ne', 'fait', 'prévoir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1616,1616,"['Comme', 'nous', 'l', ""'"", 'avons', 'dit', ',', 'dans', 'la', 'séance', 'de', 'demain', 'lundi', ',', 'les', 'plénipotentiaires', 'euro¬', 'péens', 'feront', 'connaître', 'les', 'dernières', 'réso¬', 'lutions', 'de', 'leurs', 'gouvernements', ',', 'et', 'la', 'Porte', 'aura', 'jusqu', ""'"", 'à', 'jeudi', 'pour', 'donner', 'une', 'répon¬', 'se', 'décisive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1617,1617,"['Sadick', '-', 'Pacha', ',', 'qui', 'devait', 'quitter', 'Paris', 'ces', 'jours', '-', 'ci', ',', 'a', 'retardé', 'son', 'voyage', 'à', 'la', 'suite', 'd', ""'"", 'une', 'dépêche', 'qui', 'lui', 'fait', 'pressentir', 'que', 'sa', 'présence', 'à', 'Constantinople', 'sera', 'inutile', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O']","[1, 2, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]"
1618,1618,"['M', '.', 'de', 'Bismarck', 'a', 'sans', 'doute', 'jugé', 'que', 'le', 'but', 'qu', ""'"", 'il', 'se', 'proposait', ',', 'en', 'faisant', 'répandre', 'la', 'nouvelle', 'de', 'l', ""'"", 'attitude', 'belliqueuse', 'de', 'M', '.', 'de', 'Werther', 'à', 'la', 'conférence', ',', 'était', 'atteint', ',', 'car', 'le', 'Reichsanzeiger', '(', 'le', 'moniteur', 'de', 'l', ""'"", 'em¬', 'pire', ')', ',', 'dément', 'aujourd', ""'"", 'hui', 'tout', 'ce', 'qu', ""'"", 'on', 'a', 'dit', 'sur', 'les', 'instructions', 'spéciales', 'qu', ""'"", 'aurait', 'reçues', 'le', 'délégué', 'allemand', 'et', 'sur', 'le', 'lan¬', 'gage', 'énergique', 'qu', ""'"", 'il', 'aurait', 'tenu', '.']","['E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1619,1619,"['Hier', 'matin', ',', 'les', 'journaux', 'bonapartis¬', 'tes', 'étaient', 'fort', 'réservés', ',', 'à', 'propos', 'de', 'la', 'séance', 'de', 'la', 'veille', '.', 'Le', 'compte', 'rendu', ',', 'la', 'lettre', 'de', 'Versailles', ',', 'puis', 'rien', ';', 'pas', 'd', ""'"", 'ar¬', 'ticles', '.', 'Le', 'soir', ',', 'on', 'avait', 'eu', 'le', 'temps', 'de', 'ticles', '.', 'Le', 'soir', ',', 'on', 'avait', 'eu', 'le', 'temns', 'de', 'se', 'remettre', ',', 'et', 'les', 'commentaires', 'vont', 'leur', 'train', '.', 'Nous', 'n', ""'"", 'avons', 'ni', 'le', 'loisir', ',', 'ni', 'la', 'prétention', 'de', 'répondre', 'à', 'ce', 'déluge', 'd', ""'"", 'articles', 'violents', 'et', 'd', ""'"", 'entrefilets', 'perfi¬', 'des', ';', 'il', 'ressort', 'clairement', 'une', 'chose', 'de', 'toute', 'cette', 'polémique', ',', 'c', ""'"", 'est', 'qu', ""'"", 'aux', 'yeux', 'des', 'bonapartistes', 'le', 'coup', 'd', ""'"", 'Etat', 'du', '2', 'Décembre', 'est', 'l', ""'"", 'acte', 'vertueux', 'par', 'excel¬', 'lence', ',', 'et', 'que', 's', ""'"", 'il', 'n', ""'"", 'avait', 'pas', 'valu', 'à', 'son', 'auteur', 'la', 'couronne', 'impériale', ',', 'il', 'lui', 'eût', 'mérité', 'le', 'prix', 'Monthyon', '.', 'Cependant', ',', 'nous', 'ne', 'serions', 'pas', 'complets', 'si', 'nous', 'ne', 'déduisions', 'une', 'autre', 'conséquence', 'de', 'la', 'séance', 'd', ""'"", 'avant', '-', 'hier', ':', 'le', 'coup', ',', 'lancé', 'par', 'M', '.', 'Martel', ',', 'relancé', 'par', 'M', '.', 'Jules', 'Simon', ',', 'a', 'porté', 'juste', '.', 'Sous', 'tant', 'de', 'phrases', 'ar¬', 'dentes', 'ou', 'faussement', 'dédaigneuses', ',', 'on', 'sent', 'une', 'blessure', 'profonde', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1620,1620,"['vance', 'un', 'monument', ',', 'Béranger', 'répondit', ',', 'un', 'jour', ',', 'par', 'une', 'chanson', '—', 'une', 'de', 'ses', 'meilleures', ':', 'Buvez', 'gaiement', 'l', ""'"", 'argent', 'de', 'mon', 'tombeau', '!', 'Et', 'il', 'ajoutait', ':', 'Non', ',', 'mes', 'amis', ',', 'au', 'théâtre', 'des', 'ombres', ',', 'Je', 'ne', 'veux', 'pas', 'une', 'loge', 'd', ""'"", 'honneur', ';', 'Voyez', 'ce', 'pauvre', 'au', 'teint', 'pâle', ',', 'aux', 'yeux', 'sombres', ',', 'Près', 'de', 'mourir', ',', 'ah', '!', 'qu', ""'"", 'il', 'goûte', 'au', 'bonheur', '.']","['O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1621,1621,"['MM', '.', 'les', 'abonnés', 'dont', 'l', ""'"", 'abonnement', 'expirera', 'le', '15', 'janvier', 'sont', 'priés', 'de', 'le', 'renouveler', 'immédiatement', 's', ""'"", 'ils', 'ne', 'veulent', 'pas', 'éprouver', 'de', 'retard', 'dans', 'la', 'réception', 'de', 'leur', 'journal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1622,1622,"['M', '.', 'Gambetta', 'a', 'été', 'réélu', 'président', 'de', 'la', 'Chambre', 'par', '259', 'voix', 'seulement', '.', 'Le', 'chif¬', 'fre', 'des', 'députés', 'étant', 'de', '535', ',', 'M', '.', 'Gambetta', 'a', 'donc', 'obtenu', 'une', 'majorité', 'un', 'peu', 'moin¬', 'dre', 'que', 'la', 'moitié', 'de', 'la', 'Chambre', ',', 'comme', 'le', 'ministère', 'Waddington', '.']","['E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'E', 'E', 'O']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 4, 0]"
1623,1623,"['La', 'gauche', 'entière', 'comprend', '376', 'mem¬', 'bres', '.', '117', 'membres', 'de', 'la', 'gauche', 'se', 'sont', 'abstenus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1624,1624,"['L', ""'"", 'an', 'dernier', ',', 'M', '.', 'Gambetta', 'avait', 'été', 'appelé', 'au', 'fauteuil', 'présidentiel', 'par', '314', 'suffrages', '.', 'Il', 'a', 'donc', 'perdu', 'd', ""'"", 'une', 'année', 'à', 'l', ""'"", 'autre', '55', 'voix', '.']","['O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1625,1625,"['La', 'droite', 's', ""'"", 'est', 'abstenue', 'presque', 'entière¬', 'ment', ',', 'selon', 'son', 'habitude', '.', 'Une', 'partie', 'de', 'l', ""'"", 'extrême', 'gauche', 'l', ""'"", 'a', 'imitée', ';', 'on', 'cite', 'même', ',', 'dans', 'les', 'rangs', 'de', 'la', 'gauche', 'républicaine', ',', 'plusieurs', 'députés', 'qui', 'ont', 'voté', 'par', 'bulletin', 'blanc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
