TOKEN,NE-COARSE-LIT,NE-COARSE-METO,NE-FINE-LIT,NE-FINE-METO,NE-FINE-COMP,NE-NESTED,NEL-LIT,NEL-METO,MISC
est,I-PER,_,O,_,_,O,_,_,_
devenu,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
quand,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
il,O,_,O,_,_,O,_,_,_
arrive,I-PER,_,O,_,_,O,_,_,_
en,B-ORG,_,O,_,_,O,_,_,_
Europe,I-PER,_,O,_,_,O,Q46,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
délectable,I-PER,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,NoSpaceAfter
précieuse,I-PER,_,O,_,_,O,_,_,_
liqueur,I-PER,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
arome,I-PER,_,O,_,_,O,_,_,_
subtil,B-HumanProd,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
fin,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
au,I-PER,_,O,_,_,O,_,_,_
bouquet,B-HumanProd,_,O,_,_,O,_,_,_
admirable,O,_,O,_,_,O,_,_,_
et,B-ORG,_,O,_,_,O,_,_,_
intraduisible,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
dont,I-ORG,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
émerveillent,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
connaisseurs,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
et,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
gourmets,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
DEUIL,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Nous,I-PER,_,O,_,_,O,_,_,_
apprenons,I-PER,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
décès,I-PER,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
Mme,I-PER,_,O,_,_,O,NIL,_,_
Emilien,B-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
Hannoque,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
née,I-ORG,_,O,_,_,O,NIL,_,_
Denise,O,_,O,_,_,O,NIL,_,_
Vaquez,O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
fille,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
M,B-HumanProd,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-HumanProd,_,O,_,_,O,NIL,_,_
AI¬,B-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter|EndOfLine
bert,I-PER,_,O,_,_,O,NIL,_,_
Vaquez,B-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-HumanProd,_,O,_,_,O,NIL,_,_
ancien,I-PER,_,O,_,_,O,NIL,_,_
président,I-PER,_,O,_,_,O,NIL,_,_
de,I-PER,_,O,_,_,O,NIL,_,_
la,B-ORG,_,O,_,_,O,NIL,_,_
Société,I-PER,_,O,_,_,B-ORG,NIL,_,NoSpaceAfter
«,I-PER,_,O,_,_,B-ORG,NIL,_,_
La,B-ORG,_,O,_,_,I-ORG,NIL,_,_
Soie,I-PER,_,O,_,_,I-ORG,NIL,_,_
»,I-PER,_,O,_,_,I-ORG,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
petite,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
fille,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
M,B-HumanProd,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,NIL,_,_
Ernest,I-PER,_,O,_,_,O,NIL,_,_
Criquet,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",O,_,O,_,_,O,NIL,_,NoSpaceAfter
naturaliste,O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
nièce,O,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
professeur,B-ORG,_,O,_,_,O,NIL,_,_
Vaquez,O,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Les,O,_,O,_,_,O,_,_,NoSpaceAfter
obsèques,I-ORG,_,O,_,_,O,_,_,_
seront,I-PER,_,O,_,_,O,_,_,_
célébrées,I-ORG,_,O,_,_,O,_,_,_
en,I-ORG,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
église,B-ORG,_,O,_,_,O,Q3582807,_,_
de,O,_,O,_,_,O,Q3582807,_,_
L,I-PER,_,O,_,_,O,Q3582807,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,Q3582807,_,NoSpaceAfter
Isle¬,I-PER,_,O,_,_,O,Q3582807,_,NoSpaceAfter|EndOfLine
Adam,I-PER,_,O,_,_,O,Q3582807,_,_
demain,O,_,O,_,_,O,_,_,_
vendredi,O,_,O,_,_,O,_,_,_
16,O,_,O,_,_,O,_,_,_
courant,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
10,I-PER,_,O,_,_,O,_,_,_
h:,I-PER,_,O,_,_,O,_,_,_
1/2,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
L,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
inhumation,I-PER,_,O,_,_,O,_,_,_
au,B-ORG,_,O,_,_,O,_,_,_
cimetière,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
Mériel,I-PER,_,O,_,_,O,Q1457512,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
le,O,_,O,_,_,O,_,_,NoSpaceAfter
caveau,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
famille,O,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Savonne,I-ORG,_,O,_,_,O,_,_,_
tes,O,_,O,_,_,O,_,_,_
dents,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Quotidiennement,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Rase,O,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
toi,O,_,O,_,_,O,_,_,_
souvent,O,_,O,_,_,O,_,_,NoSpaceAfter
Erasmiquement,O,_,O,_,_,O,_,_,_
!,O,_,O,_,_,O,_,_,NoSpaceAfter
BREF,O,_,O,_,_,O,_,_,NoSpaceAfter
—,O,_,O,_,_,O,_,_,_
Dans,B-ORG,_,O,_,_,O,_,_,_
le,O,_,O,_,_,O,_,_,_
courant,I-ORG,_,O,_,_,O,_,_,_
de,I-ORG,_,O,_,_,O,_,_,_
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
après,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
midi,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
hier,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
M,B-HumanProd,_,O,_,_,O,Q296064,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,Q296064,_,_
Gaston,B-ORG,_,O,_,_,O,Q296064,_,_
Doumergue,I-PER,_,O,_,_,O,Q296064,_,_
est,O,_,O,_,_,O,_,_,_
allé,B-ORG,_,O,_,_,O,_,_,_
au,B-ORG,_,O,_,_,O,_,_,_
Palais,I-PER,_,O,_,_,O,Q936633,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,Q936633,_,NoSpaceAfter
Bour¬,B-ORG,_,O,_,_,O,Q936633,_,NoSpaceAfter|EndOfLine
bon,B-ORG,_,O,_,_,O,Q936633,_,_
pour,I-PER,_,O,_,_,O,_,_,_
rendre,I-PER,_,O,_,_,O,_,_,_
au,O,_,O,_,_,O,_,_,_
président,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
Chambre,O,_,O,_,_,O,Q320283,_,NoSpaceAfter
des,B-ORG,_,O,_,_,O,Q320283,_,_
députés,O,_,O,_,_,O,Q320283,_,_
la,I-PER,_,O,_,_,O,_,_,_
visite,I-PER,_,O,_,_,O,_,_,_
que,O,_,O,_,_,O,_,_,_
celui,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
ci,O,_,O,_,_,O,_,_,_
lui,I-PER,_,O,_,_,O,_,_,_
avait,O,_,O,_,_,O,_,_,NoSpaceAfter
faite,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
matinée,O,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
—,B-ORG,_,O,_,_,O,_,_,_
Le,I-PER,_,O,_,_,O,_,_,_
président,O,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
Conseil,I-PER,_,O,_,_,O,Q2993836,_,_
a,I-ORG,_,O,_,_,O,_,_,_
reçu,I-PER,_,O,_,_,O,_,_,_
hier,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
après,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
midi,I-PER,_,O,_,_,O,_,_,_
M,O,_,O,_,_,O,Q717905,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,Q717905,_,_
Steeg,I-PER,_,O,_,_,O,Q717905,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,Q717905,_,_
gouverneur,I-PER,_,O,_,_,O,Q717905,_,_
de,B-ORG,_,O,_,_,O,Q717905,_,_
l,O,_,O,_,_,I-LOC,Q717905,_,NoSpaceAfter
',I-PER,_,O,_,_,O,Q717905,_,NoSpaceAfter
Algérie,I-PER,_,O,_,_,B-LOC,Q717905,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
et,O,_,O,_,_,O,_,_,_
M,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,NIL,_,_
Rault,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
président,I-PER,_,O,_,_,O,NIL,_,_
de,B-ORG,_,O,_,_,O,NIL,_,_
la,I-PER,_,O,_,_,O,NIL,_,_
commission,I-PER,_,O,_,_,B-ORG,NIL,_,_
du,I-PER,_,O,_,_,I-ORG,NIL,_,NoSpaceAfter
gouvernement,B-ORG,_,O,_,_,B-ORG,NIL,_,_
de,O,_,O,_,_,I-ORG,NIL,_,_
la,B-ORG,_,O,_,_,I-ORG,NIL,_,_
Sarre,B-ORG,_,O,_,_,I-ORG,NIL,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
—,I-PER,_,O,_,_,O,_,_,_
A,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
Halle,I-PER,_,O,_,_,O,Q3126085,_,_
aux,I-PER,_,O,_,_,O,Q3126085,_,_
Vins,B-HumanProd,_,O,_,_,O,Q3126085,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
M,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,NIL,_,_
Henri,I-PER,_,O,_,_,O,NIL,_,_
Crag,O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
11,B-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
rue,I-PER,_,O,_,_,O,NIL,_,_
de,I-PER,_,O,_,_,O,NIL,_,_
Romainville,O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
a,I-PER,_,O,_,_,O,_,_,_
été,O,_,O,_,_,O,_,_,_
serré,I-PER,_,O,_,_,O,_,_,_
contre,O,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
mur,O,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
quai,I-PER,_,O,_,_,O,_,_,_
par,I-ORG,_,O,_,_,O,_,_,_
un,I-PER,_,O,_,_,O,_,_,_
camion,O,_,O,_,_,O,_,_,_
qui,I-PER,_,O,_,_,O,_,_,_
lui,I-ORG,_,O,_,_,O,_,_,_
défonça,O,_,O,_,_,O,_,_,NoSpaceAfter
le,I-PER,_,O,_,_,O,_,_,_
thorax,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
Il,I-PER,_,O,_,_,O,_,_,_
est,I-PER,_,O,_,_,O,_,_,_
décédé,I-PER,_,O,_,_,O,_,_,_
peu,O,_,O,_,_,O,_,_,_
après,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
—,B-ORG,_,O,_,_,O,_,_,_
Un,I-PER,_,O,_,_,O,_,_,_
violent,O,_,O,_,_,O,_,_,_
incendie,B-HumanProd,_,O,_,_,O,_,_,_
s,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
est,I-PER,_,O,_,_,O,_,_,_
déclaré,B-ORG,_,O,_,_,O,_,_,_
dans,I-PER,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,NoSpaceAfter
ferme,I-PER,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
M,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,NIL,_,_
Ménard,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
Blancfossé,I-PER,_,O,_,_,O,Q281546,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Le,I-PER,_,O,_,_,O,_,_,_
sinis¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tre,I-PER,_,O,_,_,O,_,_,_
a,O,_,O,_,_,O,_,_,_
pris,I-PER,_,O,_,_,O,_,_,_
rapidement,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
grandes,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
propor¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tions,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
On,O,_,O,_,_,O,_,_,_
a,O,_,O,_,_,O,_,_,_
fait,O,_,O,_,_,O,_,_,_
appel,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
huit,I-PER,_,O,_,_,O,_,_,_
compagnies,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
sapeurs,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
pompiers,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
qui,O,_,O,_,_,O,_,_,_
ont,I-PER,_,O,_,_,O,_,_,_
lutté,O,_,O,_,_,O,_,_,_
contre,B-HumanProd,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
fléau,I-PER,_,O,_,_,O,_,_,_
destructeur,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Plusieurs,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
bâtiments,I-PER,_,O,_,_,O,_,_,_
con¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tenant,I-PER,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
matériel,O,_,O,_,_,O,_,_,_
agricole,O,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
des,I-PER,_,O,_,_,O,_,_,_
récoltes,O,_,O,_,_,O,_,_,NoSpaceAfter
ont,I-PER,_,O,_,_,O,_,_,_
été,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
proie,I-PER,_,O,_,_,O,_,_,_
des,I-PER,_,O,_,_,O,_,_,_
flammes,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Les,O,_,O,_,_,O,_,_,_
dégâts,I-PER,_,O,_,_,O,_,_,_
dé¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
passent,O,_,O,_,_,O,_,_,_
100,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
000,O,_,O,_,_,O,_,_,_
francs,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
(,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Œuvre,I-PER,_,O,_,_,O,Q1880717,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
),I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
Compiègne,I-PER,_,O,_,_,O,Q180871,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
14,I-PER,_,O,_,_,O,_,_,_
janvier,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
—,O,_,O,_,_,O,_,_,_
Un,I-PER,_,O,_,_,O,_,_,_
fonctionnaire,I-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
des,I-PER,_,O,_,_,O,NIL,_,_
Régions,I-PER,_,O,_,_,B-LOC,NIL,_,_
libérées,B-HumanProd,_,O,_,_,I-LOC,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
M,O,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,NIL,_,_
Boisguillaume,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
44,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
ans,B-HumanProd,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
agent,B-HumanProd,_,O,_,_,O,NIL,_,_
technique,I-PER,_,O,_,_,O,NIL,_,_
du,I-PER,_,O,_,_,O,NIL,_,_
Génie,I-PER,_,O,_,_,B-ORG,NIL,_,_
rural,B-HumanProd,_,O,_,_,I-ORG,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
estime,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
de,I-ORG,_,O,_,_,O,_,_,_
tous,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-HumanProd,_,O,_,_,O,_,_,_
a,I-PER,_,O,_,_,O,_,_,_
été,O,_,O,_,_,O,_,_,_
trouve,I-PER,_,O,_,_,O,_,_,_
pendu,I-PER,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
son,I-ORG,_,O,_,_,O,_,_,_
domicile,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
76,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
rue,I-ORG,_,O,_,_,O,NIL,_,_
Carnot,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
a,O,_,O,_,_,O,_,_,_
Compiègne,O,_,O,_,_,O,Q180871,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
(,O,_,O,_,_,O,_,_,NoSpaceAfter
Œuvre,I-LOC,_,O,_,_,O,Q1880717,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
),I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Mirecourt,O,_,O,_,_,O,Q659969,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
14,I-PER,_,O,_,_,O,_,_,_
janvier,I-PER,_,O,_,_,O,_,_,_
—,B-HumanProd,_,O,_,_,O,_,_,_
Au,I-ORG,_,O,_,_,O,_,_,_
village,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Hen¬,I-PER,_,O,_,_,O,Q593153,_,NoSpaceAfter|EndOfLine
nezel,I-PER,_,O,_,_,O,Q593153,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
Henri,O,_,O,_,_,O,NIL,_,_
Menier,O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
bûcheron,I-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
était,I-PER,_,O,_,_,O,_,_,_
occupé,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
à,O,_,O,_,_,O,_,_,_
couper,B-ORG,_,O,_,_,O,_,_,_
des,I-PER,_,O,_,_,O,_,_,_
arbres,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
lorsque,I-PER,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
un,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
eux,I-PER,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
abat¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tit,I-PER,_,O,_,_,O,_,_,_
brusquement,I-ORG,_,O,_,_,O,_,_,_
sur,O,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
malheureux,I-PER,_,O,_,_,O,_,_,_
qui,I-ORG,_,O,_,_,O,_,_,_
fût,O,_,O,_,_,O,_,_,NoSpaceAfter
littéralement,I-PER,_,O,_,_,O,_,_,_
écrasé,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
(,O,_,O,_,_,O,_,_,NoSpaceAfter
Œuvre,B-ORG,_,O,_,_,O,Q1880717,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
),I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
Draguignan,I-PER,_,O,_,_,O,Q194141,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
14,B-ORG,_,O,_,_,O,_,_,_
janvier,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,_
—,I-PER,_,O,_,_,O,_,_,_
La,O,_,O,_,_,O,_,_,_
cour,I-PER,_,O,_,_,O,NIL,_,_
d,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
',I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
assises,O,_,O,_,_,O,NIL,_,NoSpaceAfter
du,O,_,O,_,_,O,NIL,_,_
Var,I-ORG,_,O,_,_,B-LOC,NIL,_,_
a,O,_,O,_,_,O,_,_,_
condamné,I-PER,_,O,_,_,O,_,_,_
aujourd,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
hui,I-PER,_,O,_,_,O,_,_,_
aux,O,_,O,_,_,O,_,_,_
travaux,O,_,O,_,_,O,_,_,NoSpaceAfter
forcés,I-PER,_,O,_,_,O,_,_,_
à,B-ORG,_,O,_,_,O,_,_,_
perpétuité,O,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
nommé,I-PER,_,O,_,_,O,_,_,_
Barthélemy,B-ORG,_,O,_,_,O,NIL,_,_
Me¬,B-HumanProd,_,O,_,_,O,NIL,_,NoSpaceAfter|EndOfLine
nozzi,I-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,NIL,_,_
âgé,I-PER,_,O,_,_,O,NIL,_,_
de,I-PER,_,O,_,_,O,NIL,_,_
30,B-ORG,_,O,_,_,O,NIL,_,_
ans,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,NIL,_,_
né,I-PER,_,O,_,_,O,NIL,_,_
à,O,_,O,_,_,O,NIL,_,_
Corte,O,_,O,_,_,B-LOC,NIL,_,_
(,O,_,O,_,_,O,NIL,_,NoSpaceAfter
Corse,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
),O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",O,_,O,_,_,O,NIL,_,_
ou¬,B-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter|EndOfLine
vrier,O,_,O,_,_,O,NIL,_,_
électricien,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
qui,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
6,B-ORG,_,O,_,_,O,_,_,_
juillet,I-ORG,_,O,_,_,O,_,_,_
1924,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
Tou¬,I-PER,_,O,_,_,O,Q44160,_,NoSpaceAfter|EndOfLine
lon,O,_,O,_,_,O,Q44160,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
a,I-PER,_,O,_,_,O,_,_,_
tué,I-PER,_,O,_,_,O,_,_,_
sa,I-PER,_,O,_,_,O,_,_,_
femmo,O,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
lui,I-PER,_,O,_,_,O,_,_,_
tranchant,B-ORG,_,O,_,_,O,_,_,_
la,B-ORG,_,O,_,_,O,_,_,_
